,overall_qual,year_built,roof_style,roof_matl,mas_vnr_area,exter_cond,bsmt_exposure,total_bsmt_sf,gr_liv_area,full_bath,kitchen_qual,garage_area,paved_drive,saleprice,has_basement,attached_garage,offsite_feature,residential_low,residential_other,floating_village,hillside,banked,culdesac,northridge,northridge_hts,briardale
386,5,1972,0.0,0.0,0.0,3,0.0,864.0,864,1,2,297.0,1,119900,1,0.0,0,1,0,0,0,0,0,0,0,0
387,7,2006,1.0,0.0,206.0,3,0.0,1721.0,1740,2,3,874.0,1,293000,1,1.0,0,1,0,0,0,0,0,0,1,0
388,5,1968,0.0,0.0,0.0,3,0.0,1461.0,1721,2,2,440.0,1,180000,1,1.0,0,1,0,0,0,0,0,0,0,0
389,6,1976,0.0,0.0,335.0,3,0.0,1012.0,1034,1,2,888.0,1,169900,1,1.0,0,1,0,0,0,0,0,0,0,0
390,6,1978,0.0,0.0,0.0,3,0.0,0.0,1902,2,2,539.0,1,112000,0,1.0,0,0,1,0,0,0,0,0,0,0
391,6,1984,1.0,0.0,0.0,3,0.0,1040.0,1097,2,2,480.0,1,152000,1,1.0,0,1,0,0,0,0,0,0,0,0
392,9,2005,1.0,0.0,525.0,3,0.0,1090.0,2206,2,4,670.0,1,300000,1,1.0,0,1,0,0,0,0,0,0,1,0
393,6,1976,0.0,0.0,0.0,3,0.0,1029.0,1117,1,2,672.0,1,107000,1,0.0,0,1,0,0,0,0,0,0,0,0
394,4,1885,0.0,0.0,0.0,3,0.0,777.0,2290,2,2,560.0,0,122500,1,0.0,0,0,1,0,0,0,0,0,0,0
395,6,1972,0.0,0.0,504.0,3,0.0,483.0,948,1,2,264.0,1,89000,1,0.0,0,0,1,0,0,0,0,0,0,1
396,6,1940,0.0,0.0,0.0,3,0.0,600.0,919,1,2,231.0,1,95000,1,0.0,0,1,0,0,0,1,0,0,0,0
397,6,1968,0.0,0.0,41.0,3,0.0,912.0,1152,1,2,412.0,1,143450,1,1.0,0,1,0,0,0,0,0,0,0,0
398,9,2009,0.0,0.0,162.0,3,0.0,1590.0,2334,2,4,751.0,1,376162,1,1.0,0,1,0,0,0,0,0,0,1,0
399,5,1960,0.0,0.0,324.0,3,0.0,1268.0,1264,1,2,461.0,1,167500,1,1.0,0,1,0,0,0,0,0,0,0,0
400,5,1979,0.0,0.0,275.0,3,0.0,1086.0,1224,0,2,528.0,1,153337,1,0.0,0,1,0,0,0,1,0,0,0,0
401,6,1925,0.0,0.0,0.0,4,0.0,672.0,1369,2,2,300.0,1,103600,1,0.0,0,0,1,0,0,0,0,0,0,0
402,5,1976,0.0,0.0,0.0,3,0.0,894.0,894,1,2,308.0,1,128200,1,1.0,0,1,0,0,0,0,0,0,0,0
403,6,2000,0.0,0.0,216.0,3,0.0,756.0,1573,2,3,440.0,1,177500,1,0.0,0,0,0,1,0,0,0,0,0,0
404,8,2002,0.0,0.0,232.0,3,1.0,1671.0,2250,2,3,756.0,1,320000,1,1.0,0,1,0,0,0,0,0,0,1,0
405,6,2000,0.0,0.0,0.0,3,0.0,794.0,1514,2,2,394.0,1,190000,1,1.0,0,1,0,0,0,0,0,0,0,0
406,6,1971,0.0,0.0,236.0,3,0.0,672.0,1218,1,2,0.0,0,91500,1,0.0,0,0,1,0,0,0,0,0,0,1
407,5,1954,0.0,0.0,0.0,3,0.0,811.0,1387,2,3,256.0,1,93000,1,1.0,0,0,1,0,0,0,0,0,0,0
408,4,1920,0.0,0.0,0.0,2,0.0,649.0,1317,1,2,250.0,0,40000,1,0.0,0,0,0,0,0,0,0,0,0,0
409,6,1914,0.0,0.0,0.0,3,0.0,684.0,1355,1,3,0.0,1,127000,1,0.0,0,0,1,0,0,0,0,0,0,0
410,4,1896,1.0,0.0,0.0,2,0.0,756.0,952,1,2,330.0,0,50138,1,0.0,0,0,0,0,0,0,0,0,0,0
411,6,1976,1.0,0.0,174.0,4,0.0,1143.0,1113,1,2,504.0,1,148000,1,1.0,0,1,0,0,0,0,0,0,0,0
412,5,1940,0.0,0.0,0.0,3,0.0,740.0,778,1,2,924.0,1,120500,1,0.0,0,0,1,0,0,0,0,0,0,0
413,6,1940,0.0,0.0,0.0,3,0.0,778.0,1489,2,2,240.0,1,139500,1,0.0,0,1,0,0,0,0,0,0,0,0
414,9,2007,1.0,0.0,340.0,3,0.0,1698.0,1698,2,4,768.0,1,320000,1,1.0,0,1,0,0,0,0,0,0,0,0
415,7,1937,0.0,0.0,0.0,4,0.0,1005.0,2267,1,2,498.0,1,219000,1,1.0,0,1,0,0,0,1,0,0,0,0
416,5,1983,0.0,0.0,0.0,3,0.0,864.0,902,1,2,484.0,1,131000,1,1.0,0,1,0,0,0,0,0,0,0,0
417,6,2006,0.0,0.0,0.0,3,0.0,738.0,1495,2,3,440.0,1,171925,1,1.0,0,1,0,0,0,0,0,0,0,0
418,5,1996,0.0,0.0,0.0,3,0.0,1348.0,1384,2,3,404.0,1,177900,1,1.0,0,1,0,0,0,0,0,0,0,0
419,6,1921,0.0,0.0,0.0,3,0.0,585.0,1436,1,2,228.0,1,141500,1,0.0,0,1,0,0,0,0,0,0,0,0
420,6,1998,0.0,0.0,0.0,3,0.0,952.0,1636,2,2,440.0,1,191000,1,1.0,0,1,0,0,0,0,0,0,0,0
421,6,2004,0.0,0.0,0.0,3,0.0,1158.0,1158,1,3,576.0,1,158000,1,0.0,0,1,0,0,0,0,0,0,0,0
422,8,2006,0.0,0.0,274.0,3,0.0,1638.0,1646,2,3,870.0,1,248900,1,1.0,0,1,0,0,1,0,0,0,0,0
423,5,1937,0.0,0.0,252.0,3,0.0,731.0,1768,1,3,240.0,1,175000,1,0.0,0,1,0,0,0,0,0,0,0,0
424,6,1965,1.0,0.0,0.0,4,0.0,1187.0,1565,2,3,299.0,1,185900,1,1.0,0,1,0,0,0,0,0,0,0,0
425,7,1914,0.0,0.0,0.0,3,0.0,880.0,1768,1,2,320.0,0,163000,1,0.0,0,0,1,0,0,0,0,0,0,0
426,5,1951,0.0,0.0,0.0,2,0.0,660.0,1396,2,2,0.0,1,115000,1,0.0,0,0,0,0,0,0,0,0,0,0
427,6,1978,0.0,0.0,39.0,3,0.0,1008.0,1096,1,2,484.0,1,157500,1,1.0,0,1,0,0,0,0,0,0,0,0
428,7,1999,0.0,0.0,210.0,3,0.0,1177.0,2312,2,3,658.0,1,245000,1,1.0,0,1,0,0,0,0,1,0,0,0
429,8,1993,0.0,0.0,0.0,3,0.0,1337.0,1337,2,3,462.0,1,180000,1,1.0,0,1,0,0,1,0,0,0,0,0
430,7,2004,0.0,0.0,0.0,3,0.0,551.0,1102,2,3,480.0,1,148800,1,0.0,0,0,0,1,0,0,0,0,0,0
431,8,2002,0.0,0.0,0.0,3,0.0,1128.0,2031,2,3,577.0,1,237000,1,1.0,0,1,0,0,0,0,0,0,0,0
432,2,1920,0.0,0.0,0.0,3,0.0,290.0,438,1,1,246.0,0,60000,1,0.0,0,1,0,0,0,1,0,0,0,0
433,5,1976,0.0,0.0,222.0,3,1.0,456.0,1033,1,2,504.0,1,165000,1,1.0,0,1,0,0,0,0,0,0,0,0
434,7,2003,0.0,0.0,0.0,3,0.0,1129.0,2327,2,3,596.0,1,240000,1,1.0,0,1,0,0,0,0,1,0,0,0
435,7,1992,0.0,0.0,52.0,3,0.0,1168.0,1187,2,3,420.0,1,160000,1,1.0,0,1,0,0,0,0,0,0,0,0
436,6,1945,0.0,0.0,0.0,3,0.0,780.0,1340,1,2,440.0,1,128000,1,1.0,0,0,1,0,0,1,0,0,0,0
437,4,1955,0.0,0.0,0.0,3,0.0,0.0,1152,2,1,0.0,0,82000,0,0.0,0,1,0,0,0,0,0,0,0,0
438,6,1966,0.0,0.0,210.0,4,0.0,1562.0,1567,2,3,542.0,1,256000,1,1.0,0,1,0,0,0,0,0,0,0,0
439,7,1920,1.0,0.0,0.0,4,0.0,650.0,1482,1,2,324.0,1,143000,1,0.0,0,0,1,0,0,0,0,0,0,0
440,7,2006,0.0,0.0,0.0,3,0.0,1689.0,1689,2,3,433.0,1,231713,1,1.0,0,1,0,0,1,0,0,0,0,0
441,5,1969,0.0,0.0,0.0,3,1.0,1100.0,1424,1,2,828.0,0,155000,1,0.0,0,1,0,0,0,0,0,0,0,0
442,5,1983,0.0,0.0,0.0,4,0.0,816.0,816,1,2,264.0,1,128500,1,1.0,0,1,0,0,0,0,0,0,0,0
443,7,1921,0.0,0.0,174.0,3,0.0,1228.0,1424,2,2,312.0,1,168000,1,1.0,0,1,0,0,0,0,0,0,0,0
444,7,1972,0.0,0.0,138.0,3,0.0,725.0,1479,1,3,484.0,1,184000,1,1.0,0,1,0,0,0,0,1,0,0,0
445,5,1962,0.0,0.0,0.0,3,0.0,1025.0,1025,1,2,0.0,1,124000,1,0.0,0,1,0,0,0,0,0,0,0,0
446,6,1970,1.0,0.0,571.0,3,0.0,1442.0,1442,2,2,615.0,1,185000,1,1.0,1,1,0,0,0,0,0,0,0,0
447,8,2000,0.0,0.0,40.0,3,0.0,1406.0,1936,2,3,504.0,1,230500,1,1.0,0,1,0,0,0,0,0,0,0,0
448,7,1998,0.0,0.0,227.0,3,0.0,1054.0,1939,2,3,555.0,1,227000,1,1.0,0,1,0,0,0,0,0,0,0,0
449,6,2005,0.0,0.0,0.0,3,0.0,738.0,1476,2,3,540.0,1,173500,1,1.0,0,1,0,0,0,0,0,0,0,0
450,5,1968,0.0,0.0,0.0,3,1.0,833.0,898,1,2,326.0,1,140000,1,1.0,0,1,0,0,0,0,0,0,0,0
451,8,2006,1.0,0.0,0.0,3,0.0,1460.0,1460,2,3,480.0,1,247000,1,1.0,0,1,0,0,0,0,0,0,0,0
452,6,1978,0.0,0.0,23.0,3,1.0,456.0,1034,1,2,504.0,1,149900,1,0.0,0,1,0,0,0,0,1,0,0,0
453,5,1978,0.0,0.0,180.0,3,0.0,864.0,1174,1,2,528.0,1,158000,1,1.0,0,1,0,0,0,0,0,0,0,0
454,7,2003,0.0,0.0,0.0,3,0.0,530.0,1080,2,3,496.0,1,147110,1,1.0,0,0,0,1,0,0,0,0,0,0
455,6,1937,0.0,0.0,0.0,3,0.0,780.0,1376,2,2,198.0,0,119500,1,0.0,0,0,1,0,0,1,0,0,0,0
456,5,1940,0.0,0.0,0.0,3,0.0,840.0,1567,1,2,440.0,1,205000,1,0.0,0,1,0,0,1,0,0,0,0,0
457,5,1895,0.0,0.0,0.0,4,0.0,736.0,1534,1,3,0.0,0,148000,1,0.0,0,1,0,0,0,0,0,0,0,0
458,8,1995,0.0,0.0,0.0,3,0.0,1595.0,1616,2,3,608.0,1,236500,1,1.0,0,1,0,0,0,0,0,0,0,0
459,5,1938,0.0,0.0,0.0,3,0.0,1058.0,1551,2,1,240.0,1,137000,1,0.0,0,1,0,0,0,0,0,0,0,0
460,5,1955,0.0,0.0,0.0,3,0.0,960.0,960,1,2,330.0,1,122000,1,1.0,0,1,0,0,0,0,0,0,0,0
461,7,2007,0.0,0.0,0.0,3,0.0,1302.0,1302,2,3,436.0,1,176485,1,1.0,0,1,0,0,0,0,0,0,0,0
462,5,1925,0.0,0.0,0.0,3,0.0,816.0,816,1,2,210.0,0,109000,1,0.0,0,1,0,0,0,0,0,0,0,0
463,7,1998,0.0,0.0,239.0,3,0.0,1502.0,1502,1,3,286.0,1,330000,1,1.0,0,0,1,0,0,0,0,0,0,0
464,6,2008,0.0,0.0,0.0,3,0.0,192.0,1133,1,2,308.0,1,143000,1,0.0,0,0,1,0,0,1,0,0,0,0
465,9,1998,0.0,0.0,422.0,3,1.0,1408.0,3078,2,3,806.0,1,410000,1,1.0,0,1,0,0,0,0,0,1,0,0
466,6,1994,0.0,0.0,105.0,4,0.0,928.0,1721,2,3,471.0,1,201000,1,1.0,0,1,0,0,0,0,0,0,0,0
467,4,1910,0.0,0.0,0.0,3,0.0,1077.0,1760,1,2,648.0,1,80000,1,0.0,0,1,0,0,0,0,0,0,0,0
468,6,1945,0.0,0.0,0.0,3,0.0,1028.0,2320,2,3,180.0,1,259500,1,0.0,0,1,0,0,0,0,0,0,0,0
469,7,2003,0.0,0.0,94.0,3,1.0,1122.0,2486,3,3,452.0,1,279900,1,1.0,0,1,0,0,0,0,0,0,0,0
470,5,1959,1.0,0.0,0.0,3,0.0,1246.0,1246,1,3,305.0,1,154000,1,1.0,0,1,0,0,0,0,0,0,0,0
471,6,1958,0.0,0.0,472.0,3,1.0,1444.0,2144,2,3,389.0,1,277000,1,1.0,0,1,0,0,0,0,1,0,0,0
472,5,1942,0.0,0.0,0.0,3,0.0,799.0,1150,1,2,215.0,1,128000,1,1.0,0,1,0,0,0,0,0,0,0,0
473,8,2007,0.0,0.0,640.0,3,0.0,1566.0,1600,2,3,890.0,1,256300,1,1.0,0,1,0,0,0,0,0,0,1,0
474,4,1930,0.0,0.0,0.0,4,0.0,930.0,1755,2,3,231.0,1,188000,1,0.0,0,1,0,0,1,0,0,0,0,0
475,8,2002,1.0,0.0,630.0,3,1.0,1800.0,1800,2,3,765.0,1,312500,1,1.0,0,1,0,0,0,0,0,0,0,0
476,7,2004,0.0,0.0,0.0,3,0.0,600.0,1200,2,3,480.0,1,151000,1,0.0,0,0,0,1,0,0,0,0,0,0
477,5,1971,0.0,0.0,376.0,3,0.0,765.0,1365,1,2,440.0,1,122500,1,0.0,0,0,1,0,0,0,0,0,0,1
478,6,2003,0.0,0.0,0.0,3,0.0,835.0,1696,2,3,542.0,1,188000,1,1.0,0,1,0,0,0,0,0,0,0,0
479,7,2005,0.0,0.0,0.0,3,1.0,945.0,1809,2,3,638.0,1,209700,1,1.0,0,1,0,0,0,0,0,0,0,0
480,8,2006,1.0,0.0,945.0,3,1.0,2220.0,2234,1,3,724.0,1,441929,1,1.0,0,1,0,0,1,0,0,0,0,0
481,6,1993,0.0,0.0,120.0,3,0.0,886.0,1680,2,3,474.0,1,163000,1,1.0,0,1,0,0,0,0,0,0,0,0
482,6,1966,0.0,0.0,157.0,3,1.0,832.0,2087,2,3,444.0,1,187500,1,1.0,0,1,0,0,0,0,0,0,0,0
483,8,1999,0.0,0.0,260.0,3,1.0,1462.0,1513,2,3,521.0,1,220000,1,1.0,0,1,0,0,0,0,0,0,0,0
484,5,1967,0.0,0.0,0.0,3,0.0,949.0,1107,1,3,308.0,1,127000,1,1.0,0,1,0,0,0,0,0,0,0,0
485,5,1955,0.0,0.0,0.0,3,0.0,0.0,827,1,2,392.0,1,107500,0,0.0,0,1,0,0,0,0,0,0,0,0
486,6,1914,0.0,0.0,0.0,3,0.0,742.0,1484,2,2,0.0,1,128000,1,0.0,0,0,1,0,0,0,0,0,0,0
487,5,1925,0.0,0.0,0.0,3,0.0,680.0,764,1,2,504.0,0,73000,1,0.0,0,0,1,0,0,1,0,0,0,0
488,9,2003,1.0,0.0,562.0,3,1.0,1792.0,1792,2,4,874.0,1,374000,1,1.0,0,1,0,0,1,0,0,0,1,0
489,8,2001,0.0,0.0,1110.0,3,0.0,1479.0,2649,2,3,746.0,1,421250,1,1.0,0,1,0,0,0,0,0,0,1,0
490,6,1992,0.0,0.0,0.0,3,0.0,808.0,1593,2,2,389.0,1,178000,1,1.0,0,1,0,0,0,0,0,0,0,0
491,4,1972,0.0,0.0,0.0,3,0.0,1138.0,1181,2,2,588.0,1,137500,1,0.0,0,1,0,0,0,0,0,0,0,0
492,8,1994,1.0,0.0,554.0,3,1.0,1986.0,1987,2,3,691.0,1,301500,1,1.0,0,1,0,0,0,0,0,1,0,0
493,6,1935,0.0,0.0,0.0,3,0.0,583.0,1242,1,2,180.0,1,105000,1,0.0,0,1,0,0,0,1,0,0,0,0
494,6,1968,1.0,0.0,203.0,3,0.0,976.0,976,1,3,504.0,1,157500,1,1.0,0,1,0,0,0,0,0,0,0,0
495,5,1901,0.0,0.0,0.0,3,0.0,969.0,1214,1,2,216.0,0,117000,1,0.0,0,0,1,0,0,0,0,0,0,0
496,5,1962,0.0,0.0,0.0,3,0.0,864.0,864,1,2,336.0,1,105000,1,1.0,0,1,0,0,0,0,0,0,0,0
497,6,1936,0.0,0.0,0.0,3,0.0,1064.0,1639,1,2,240.0,1,115000,1,0.0,0,1,0,0,0,0,0,0,0,0
498,9,2008,0.0,0.0,302.0,3,0.0,1736.0,1736,2,4,834.0,1,360000,1,1.0,0,1,0,0,0,0,0,0,1,0
499,5,1979,0.0,0.0,0.0,3,0.0,0.0,1535,2,2,400.0,1,118858,0,1.0,0,1,0,0,0,1,0,0,0,0
500,6,1966,1.0,0.0,252.0,3,0.0,800.0,1632,1,3,484.0,1,173000,1,1.0,0,1,0,0,0,0,0,0,0,0
501,3,1890,0.0,0.0,0.0,3,0.0,630.0,725,1,2,320.0,1,78500,1,0.0,0,1,0,0,0,0,0,0,0,0
502,7,2004,0.0,0.0,0.0,3,0.0,840.0,1720,2,3,440.0,1,183500,1,1.0,0,1,0,0,0,0,0,0,0,0
503,4,1953,0.0,0.0,0.0,3,0.0,936.0,936,1,2,576.0,1,93000,1,0.0,0,0,1,0,0,1,0,0,0,0
504,8,2003,1.0,0.0,72.0,3,1.0,1406.0,1589,2,3,630.0,1,226500,1,1.0,0,1,0,0,0,0,0,0,0,0
505,6,1993,0.0,0.0,0.0,3,0.0,799.0,1571,2,2,380.0,1,178000,1,1.0,0,1,0,0,0,0,0,0,0,0
506,7,2003,0.0,0.0,167.0,3,0.0,1453.0,1479,2,3,558.0,1,226000,1,1.0,0,1,0,0,0,0,0,0,0,0
507,5,1969,0.0,0.0,178.0,5,1.0,784.0,1632,1,2,898.0,1,173000,1,1.0,0,1,0,0,0,0,0,0,0,0
508,5,1965,0.0,0.0,0.0,3,0.0,864.0,864,1,2,360.0,1,62383,1,0.0,0,1,0,0,0,0,0,0,0,0
509,9,2008,1.0,0.0,268.0,3,0.0,1452.0,2713,2,4,858.0,1,446261,1,1.0,0,1,0,0,0,0,0,0,1,0
510,7,1926,0.0,0.0,0.0,3,0.0,624.0,1479,1,3,312.0,1,160000,1,0.0,0,1,0,0,0,0,0,0,0,0
511,7,2004,1.0,0.0,24.0,3,0.0,1393.0,1576,2,3,668.0,1,219990,1,1.0,0,0,1,0,0,0,0,0,0,0
512,7,1999,0.0,0.0,125.0,3,0.0,1468.0,1479,2,3,577.0,1,191000,1,1.0,0,1,0,0,0,0,1,0,0,0
513,5,1925,0.0,0.0,0.0,4,0.0,756.0,1060,1,2,308.0,1,136500,1,0.0,0,1,0,0,0,1,0,0,0,0
514,4,1958,0.0,0.0,0.0,3,0.0,0.0,943,1,3,308.0,0,80000,0,0.0,0,1,0,0,0,0,1,0,0,0
515,7,1988,0.0,0.0,178.0,4,0.0,1204.0,2183,2,3,786.0,1,229000,1,1.0,0,1,0,0,0,0,0,0,0,0
516,7,1993,0.0,0.0,246.0,3,0.0,1050.0,1949,2,3,574.0,1,236000,1,1.0,0,1,0,0,0,0,0,0,0,0
517,10,2006,1.0,0.0,242.0,3,1.0,1824.0,1824,2,4,932.0,1,392000,1,1.0,1,1,0,0,1,0,0,0,0,0
518,6,1927,0.0,0.0,0.0,3,0.0,720.0,1930,2,2,316.0,1,149000,1,1.0,0,0,1,0,0,0,0,0,0,0
519,10,1998,0.0,0.0,0.0,3,0.0,970.0,2393,2,4,846.0,1,345000,1,1.0,0,0,0,1,0,0,0,0,0,0
520,5,1900,1.0,0.0,0.0,4,0.0,716.0,2014,2,2,624.0,1,169000,1,0.0,0,0,1,0,0,0,0,0,0,0
521,4,1946,0.0,0.0,0.0,3,0.0,484.0,1242,1,2,336.0,0,109900,1,1.0,0,1,0,0,0,0,0,0,0,0
522,7,1993,0.0,0.0,94.0,3,0.0,996.0,2000,2,2,650.0,1,188000,1,1.0,0,1,0,0,0,0,0,0,0,0
523,6,1939,0.0,0.0,0.0,2,0.0,780.0,1412,1,2,280.0,1,132500,1,0.0,0,0,1,0,0,0,0,0,0,0
524,5,1994,0.0,0.0,0.0,4,0.0,990.0,990,1,2,440.0,1,143000,1,1.0,0,1,0,0,0,0,0,0,0,0
525,5,1951,0.0,0.0,0.0,3,0.0,1342.0,1342,1,2,256.0,1,125000,1,0.0,0,1,0,0,0,0,0,0,0,0
526,9,2005,1.0,0.0,568.0,3,1.0,1868.0,1868,2,4,1085.0,1,415000,1,1.0,0,1,0,0,1,0,0,0,1,0
527,4,1910,0.0,0.0,0.0,3,0.0,622.0,1363,1,2,528.0,1,125500,1,0.0,0,0,1,0,0,0,0,0,0,0
528,6,1958,1.0,0.0,183.0,3,0.0,1240.0,1632,2,2,338.0,1,139000,1,1.0,0,1,0,0,0,0,0,0,0,0
529,10,2008,0.0,0.0,420.0,3,1.0,1722.0,2296,2,4,842.0,1,451950,1,1.0,0,1,0,0,0,0,0,0,1,0
530,5,1959,1.0,0.0,74.0,3,0.0,1678.0,1678,2,2,0.0,1,119900,1,0.0,0,1,0,0,0,0,0,0,0,0
531,8,2001,0.0,0.0,136.0,3,0.0,1267.0,1296,2,3,471.0,1,220000,1,1.0,0,1,0,0,0,0,0,0,0,0
532,6,1971,0.0,0.0,302.0,3,0.0,1587.0,1587,2,2,525.0,1,167300,1,1.0,0,1,0,0,0,0,0,0,0,0
533,5,1941,0.0,0.0,0.0,3,0.0,720.0,1298,1,2,256.0,1,122000,1,0.0,0,1,0,0,0,0,0,0,0,0
534,5,1963,0.0,0.0,336.0,3,0.0,1728.0,1728,2,2,504.0,1,125000,1,0.0,0,0,1,0,0,0,0,0,0,0
535,5,1957,1.0,0.0,0.0,3,0.0,928.0,928,1,2,288.0,1,112500,1,1.0,0,0,1,0,0,0,0,0,0,0
536,7,2005,0.0,0.0,0.0,3,1.0,879.0,1795,2,3,578.0,1,191000,1,1.0,0,1,0,0,0,0,0,0,0,0
537,6,1958,1.0,0.0,135.0,4,0.0,1080.0,1080,1,2,288.0,1,136000,1,1.0,0,1,0,0,0,0,0,0,0,0
538,7,1998,0.0,0.0,0.0,3,0.0,866.0,1779,2,3,546.0,1,197900,1,1.0,0,1,0,0,0,0,0,0,0,0
539,6,1910,1.0,0.0,0.0,4,0.0,485.0,1635,1,3,255.0,1,117000,1,1.0,0,0,1,0,0,0,0,0,0,0
540,7,2006,0.0,0.0,84.0,3,0.0,1199.0,1220,2,3,632.0,1,194000,1,1.0,0,1,0,0,0,0,0,0,0,0
541,9,2001,0.0,0.0,179.0,3,0.0,1310.0,1310,1,3,545.0,1,285000,1,1.0,0,0,0,1,0,0,0,0,0,0
542,5,1940,0.0,0.0,0.0,4,0.0,644.0,1355,2,2,0.0,1,127500,1,0.0,0,1,0,0,0,0,0,0,0,0
543,7,1992,0.0,0.0,0.0,3,0.0,1095.0,2295,2,3,590.0,1,268000,1,1.0,0,1,0,0,0,0,1,1,0,0
544,4,1900,0.0,0.0,0.0,3,0.0,1075.0,1798,2,2,342.0,0,137000,1,0.0,0,0,1,0,0,0,0,0,0,0
545,7,1967,0.0,0.0,0.0,3,0.0,1620.0,1620,2,3,578.0,1,215000,1,1.0,0,1,0,0,0,0,1,0,0,0
546,5,1955,1.0,0.0,0.0,3,0.0,1216.0,1216,1,2,336.0,1,129500,1,1.0,0,1,0,0,0,0,0,0,0,0
547,5,1936,0.0,0.0,0.0,3,0.0,896.0,1344,1,2,240.0,1,115000,1,0.0,0,0,1,0,0,0,0,0,0,0
548,5,1925,0.0,0.0,0.0,4,0.0,747.0,1159,1,2,288.0,0,114000,1,0.0,0,1,0,0,0,0,0,0,0,0
549,4,1966,0.0,0.0,0.0,3,0.0,1056.0,1056,1,2,384.0,1,107000,1,0.0,0,0,1,0,0,0,0,0,0,0
550,5,1947,0.0,0.0,0.0,3,0.0,832.0,1216,1,2,336.0,1,118500,1,0.0,0,1,0,0,0,0,0,0,0,0
551,6,1929,0.0,0.0,0.0,3,0.0,862.0,1158,1,2,208.0,1,120000,1,1.0,0,0,1,0,0,0,0,0,0,0
552,8,2005,0.0,0.0,148.0,3,0.0,1538.0,1538,2,3,484.0,1,260000,1,1.0,0,1,0,0,0,0,0,0,0,0
553,5,1959,1.0,0.0,150.0,3,0.0,1143.0,1143,1,2,308.0,1,136000,1,1.0,0,1,0,0,0,0,0,0,0,0
554,4,1971,0.0,0.0,0.0,3,0.0,858.0,872,1,2,480.0,1,123000,1,0.0,0,1,0,0,0,0,0,0,0,0
555,6,1920,0.0,0.0,0.0,2,0.0,319.0,1406,1,1,0.0,0,89500,1,0.0,0,0,1,0,0,0,0,0,0,0
556,6,2005,0.0,0.0,0.0,3,0.0,1324.0,1324,2,3,430.0,1,199500,1,1.0,0,1,0,0,0,0,0,0,0,0
557,5,1966,0.0,0.0,41.0,3,0.0,876.0,904,1,2,408.0,1,109900,1,1.0,0,1,0,0,0,0,0,0,0,0
558,7,1926,0.0,0.0,0.0,3,0.0,1276.0,2080,1,3,282.0,1,234000,1,0.0,0,1,0,0,0,0,0,0,0,0
559,6,2004,0.0,0.0,169.0,3,0.0,848.0,848,1,3,420.0,1,155900,1,1.0,0,0,1,0,0,0,0,0,0,0
560,4,1957,0.0,0.0,0.0,3,0.0,1104.0,1788,1,2,304.0,1,161500,1,1.0,0,1,0,0,0,0,0,0,0,0
561,6,1958,0.0,0.0,541.0,3,0.0,819.0,1344,1,3,525.0,1,137500,1,0.0,0,1,0,0,0,0,1,0,0,0
562,5,1910,0.0,0.0,0.0,2,0.0,840.0,2256,2,1,0.0,0,76500,1,0.0,0,0,1,0,0,0,0,0,0,0
563,6,1988,0.0,0.0,268.0,3,0.0,1151.0,2060,2,2,521.0,1,211000,1,1.0,0,1,0,0,0,0,0,0,0,0
564,6,1998,0.0,0.0,0.0,3,0.0,1405.0,1337,2,3,511.0,1,181000,1,1.0,0,0,1,0,0,0,0,0,0,0
565,6,1966,0.0,0.0,183.0,3,1.0,1127.0,1165,1,2,490.0,1,174900,1,1.0,0,1,0,0,0,0,0,0,0,0
566,5,1966,0.0,0.0,97.0,3,0.0,1164.0,1320,1,2,564.0,1,164500,1,1.0,0,1,0,0,0,0,0,0,0,0
567,7,2004,0.0,0.0,168.0,3,0.0,1517.0,1535,2,3,532.0,1,214000,1,1.0,0,1,0,0,0,0,0,0,1,0
568,7,1980,0.0,0.0,280.0,3,0.0,738.0,2044,2,2,489.0,1,185000,1,1.0,0,1,0,0,0,0,0,0,0,0
569,4,1929,0.0,0.0,0.0,3,0.0,704.0,1136,1,2,336.0,1,123000,1,0.0,0,0,1,0,0,0,0,0,0,0
570,6,1979,0.0,0.0,0.0,3,0.0,1001.0,1299,2,3,486.0,1,183500,1,1.0,0,1,0,0,0,1,1,0,0,0
571,8,1999,0.0,0.0,456.0,3,0.0,776.0,1441,2,3,492.0,1,174000,1,0.0,0,0,0,1,0,0,0,0,0,0
572,5,1953,0.0,0.0,0.0,3,0.0,1073.0,1630,2,2,649.0,0,130000,1,0.0,0,1,0,0,0,0,0,0,0,0
573,7,1925,0.0,0.0,0.0,3,0.0,728.0,1641,1,4,546.0,1,178000,1,0.0,0,0,1,0,0,0,0,0,0,0
574,5,1997,0.0,0.0,0.0,3,0.0,928.0,1629,2,2,482.0,1,189900,1,1.0,0,1,0,0,0,0,0,0,0,0
575,6,2003,0.0,0.0,170.0,3,0.0,848.0,848,1,3,420.0,1,144000,1,1.0,0,0,1,0,0,0,0,0,0,0
576,6,1930,0.0,0.0,0.0,4,0.0,816.0,816,1,2,432.0,1,120500,1,0.0,0,0,1,0,0,0,0,0,0,0
577,5,1994,0.0,0.0,0.0,3,0.0,1097.0,1097,1,2,672.0,1,145000,1,1.0,0,1,0,0,0,0,0,0,0,0
578,8,2000,0.0,0.0,0.0,3,0.0,1494.0,1652,2,4,499.0,1,251000,1,1.0,0,1,0,0,0,0,0,0,0,0
579,4,1968,1.0,0.0,0.0,3,0.0,1768.0,1768,2,2,0.0,1,136500,1,0.0,0,1,0,0,0,0,0,0,0,0
